office,advertiser_party,election_state,advertiser_type,advertiser,target,title,link,issues_combined,total_airings_to_date,estimated_spending,first_aired_on
senate,Democrat,ME,Issue Group,Majority Forward,Collins for ME Senate,Wrong For Maine,https://s3.amazonaws.com/pdfweb/videos/3772bbda-5957-4fa6-8340-52db76cb4bec.mp4,Coronavirus|Donald Trump|Healthcare,904,362426.41,2020-04-15
senate,Republican,SD,Candidate,Rounds for SD Senate,Rounds for SD Senate,We Stand United,https://s3.amazonaws.com/pdfweb/videos/f968cd26-ae81-4fc4-8499-e2452b9c8fde.mp4,Coronavirus||,901,50234.84,2020-05-21
senate,Republican,CO,Issue Group,One Nation,Gardner for CO Senate,Hold China Accountable,https://s3.amazonaws.com/pdfweb/videos/6b3c07a2-6684-4674-a960-834e4c61b8c0.mp4,Bipartisanship|Coronavirus|Jobs,896,290292.06,2020-07-08
senate,Republican,AZ,Candidate,McSally for AZ Senate,McSally for AZ Senate,China's Cover-Up,https://s3.amazonaws.com/pdfweb/videos/dafe9691-2aca-4b55-963b-2c43988dae51.mp4,Coronavirus||,872,166150.99,2020-05-15
senate,Democrat,AZ,Issue Group,Majority Forward,McSally for AZ Senate,Will Not Support Us,https://s3.amazonaws.com/pdfweb/videos/9e6975be-d17f-4e38-83b0-5f898960c741.mp4,Coronavirus|Healthcare|,870,281727.18,2020-06-02
senate,Republican,IA,Issue Group,NRSC,Greenfield for IA Senate,Death Tax,https://s3.amazonaws.com/pdfweb/videos/fb4376af-94c1-4ae3-850b-2e1f4bb4ee6f.mp4,Coronavirus|Nancy Pelosi|Taxation,869,332095.09,2020-07-08
senate,Democrat,CO,Candidate,Hickenlooper for CO Senate,Hickenlooper for CO Senate,Health Coverage,https://s3.amazonaws.com/pdfweb/videos/85183eb9-5db5-4389-892c-cf95cc6c8992.mp4,Coronavirus|Donald Trump|Healthcare,854,203290.58,2020-07-07
senate,Democrat,AZ,Issue Group,Majority Forward,McSally for AZ Senate,Won't Stand Up For Us,https://s3.amazonaws.com/pdfweb/videos/63d51af6-9784-4ffe-97ed-8c3223f65c9c.mp4,Coronavirus|Healthcare|Special Interests,844,313372.53,2020-04-27
senate,Republican,KY,Candidate,McConnell for KY Senate,McGrath for KY Senate,Leads,https://s3.amazonaws.com/pdfweb/videos/4fad1015-8803-4962-8c12-f12d421782ca.mp4,Bipartisanship|Coronavirus|Healthcare,812,151900.22,2020-04-15
senate,Democrat,SC,Candidate,Harrison for SC Senate,Harrison for SC Senate,Reward Hard Work,https://s3.amazonaws.com/pdfweb/videos/b4530b6a-7f49-4d18-9200-37b7d1a19c4f.mp4,Coronavirus|Economy|,805,264709.36,2020-04-09
senate,Democrat,AZ,Candidate,Kelly for AZ Senate,Kelly for AZ Senate,We Always Come Out Ahead,https://s3.amazonaws.com/pdfweb/videos/23af115a-14da-41e8-8937-bd50508bedbe.mp4,Coronavirus||,794,189459.77,2020-04-27
senate,Democrat,CO,Candidate,Romanoff for CO Senate,Romanoff for CO Senate,System Is Broken,https://s3.amazonaws.com/pdfweb/videos/191af1fe-b10a-4f8c-8208-d1b741427fbd.mp4,Coronavirus|Healthcare|Medicare,766,191095.97,2020-06-03
senate,Republican,SC,Candidate,Graham for SC Senate,Graham for SC Senate,Essential,https://s3.amazonaws.com/pdfweb/videos/d645af7d-b2c0-404a-a337-cd19290ce006.mp4,Coronavirus||,763,123496.54,2020-05-23
senate,Democrat,AZ,Issue Group,LCV Victory Fund,McSally for AZ Senate,Recipe For Disaster,https://s3.amazonaws.com/pdfweb/videos/98682d48-075f-4181-b34b-c0692f8b3097.mp4,Coronavirus|Environment|Healthcare,752,377469.61,2020-07-02
senate,Democrat,AZ,Candidate,Kelly for AZ Senate,Kelly for AZ Senate,Take Care Of Each Other,https://s3.amazonaws.com/pdfweb/videos/4a433c4c-9ee9-4924-89ce-b4829b54a62a.mp4,Coronavirus|Healthcare|,737,163736.48,2020-07-13
senate,Democrat,ME,Candidate,Gideon for ME Senate,Collins for ME Senate,Not For You Anymore,https://s3.amazonaws.com/pdfweb/videos/cb2fa5ea-fbe8-47a4-b85b-a78e55933746.mp4,Coronavirus|Special Interests|,734,147875.8,2020-05-25
senate,Independent,NC,Issue Group,NRDC Action Fund,Tillis for NC Senate,Stop Waffling,https://s3.amazonaws.com/pdfweb/videos/e07c3a62-f659-4b3b-b37c-ed8a8fcf7c8f.mp4,Coronavirus|Environment|,734,258598.92,2020-06-13
senate,Republican,KY,Candidate,McConnell for KY Senate,McConnell for KY Senate,Do The Right Thing,https://s3.amazonaws.com/pdfweb/videos/6f1b4313-45ec-4037-a3f9-a302d1559b59.mp4,Coronavirus|Economy|Taxation,680,258988.6,2020-04-24
senate,Republican,CO,Candidate,Gardner for CO Senate,Gardner for CO Senate,Get Though This Together,https://s3.amazonaws.com/pdfweb/videos/4e992bc7-2cda-435a-835a-b7dd9a57e447.mp4,Coronavirus||,676,176481.47,2020-05-15
senate,Independent,NC,Issue Group,Taxpayers Protection Alliance,Tillis for NC Senate,Caring For The Doctors,https://s3.amazonaws.com/pdfweb/videos/e0fb04d7-d23c-49f7-aa61-f43f92de94eb.mp4,Coronavirus|Healthcare|Special Interests,657,257413.99,2020-04-09
senate,Republican,ME,Candidate,Collins for ME Senate,Collins for ME Senate,Paid And Employed,https://s3.amazonaws.com/pdfweb/videos/7fcf4f98-4cfa-407b-8d86-e2ab03b9d0e2.mp4,Coronavirus|Economy|,638,156273.3,2020-04-30
senate,Republican,ME,Issue Group,US Chamber of Commerce,Collins for ME Senate,Bipartisan Results,https://s3.amazonaws.com/pdfweb/videos/8e987c10-a9cc-49f3-ba96-d58a42c7fe33.mp4,Bipartisanship|Coronavirus|Jobs,626,195081.18,2020-06-16
senate,Democrat,GA,Issue Group,Majority Forward,Perdue for GA Senate,Look Out For Us,https://s3.amazonaws.com/pdfweb/videos/09f51293-6ad0-4266-bdb9-94b63d6f2b9f.mp4,Coronavirus|Healthcare|Special Interests,617,333482.05,2020-07-17
senate,Democrat,CO,Candidate,Hickenlooper for CO Senate,Hickenlooper for CO Senate,Right To Vote,https://s3.amazonaws.com/pdfweb/videos/4afeba43-c41c-4e53-8d02-11d734f4d1f4.mp4,Coronavirus|Voting Rights|,595,146429.3,2020-06-15
senate,Democrat,ME,Candidate,Gideon for ME Senate,Gideon for ME Senate,Make A Difference,https://s3.amazonaws.com/pdfweb/videos/7289afd9-7000-4416-87c0-c84387d54092.mp4,Coronavirus||,595,173770.76,2020-07-02
senate,Republican,AZ,Candidate,McSally for AZ Senate,McSally for AZ Senate,Safety for Arizona,https://s3.amazonaws.com/pdfweb/videos/e400e472-7cd5-47b0-a85e-50f02c9100a3.mp4,Coronavirus||,566,105715.05,2020-04-24
senate,Democrat,ME,Candidate,Gideon for ME Senate,Gideon for ME Senate,Changed Everything,https://s3.amazonaws.com/pdfweb/videos/5be88912-277a-4ba1-b782-aefd25476277.mp4,Coronavirus||,555,164235.45,2020-03-28
senate,Democrat,ME,Candidate,Gideon for ME Senate,Gideon for ME Senate,Failure Of Leadership,https://s3.amazonaws.com/pdfweb/videos/69928696-d255-4d2e-9677-a186de38e5c2.mp4,Coronavirus||,555,140860.66,2020-04-21
senate,Democrat,KS,Candidate,Bollier for KS Senate,Bollier for KS Senate,More Affordable Healthcare,https://s3.amazonaws.com/pdfweb/videos/f3cd6dab-2507-4d5c-9257-df208d1f35c1.mp4,Coronavirus|Healthcare|,546,67801.8,2020-06-16
senate,Republican,KY,Candidate,McConnell for KY Senate,McGrath for KY Senate,Fuels Fear,https://s3.amazonaws.com/pdfweb/videos/8ce31c04-c8cc-4aac-88c2-99771b8dc18c.mp4,Bipartisanship|Coronavirus|Jobs,544,96873.35,2020-03-23
senate,Republican,ME,Candidate,Collins for ME Senate,Collins for ME Senate,Paid & Employed,https://s3.amazonaws.com/pdfweb/videos/1ab241c8-b741-447f-985f-66cc2ea407b3.mp4,Coronavirus|Economy|,525,265735.16,2020-04-25
senate,Independent,MA,Issue Group,United for Massachusetts,Markey for MA Senate,Before,https://s3.amazonaws.com/pdfweb/videos/fc0a3995-e39b-42bb-b6a1-2d6db1422be0.mp4,Coronavirus|Energy|Environment,512,126094.13,2020-07-08
senate,Republican,ME,Candidate,Collins for ME Senate,Gideon for ME Senate,Ensuring Paychecks,https://s3.amazonaws.com/pdfweb/videos/8019de06-203b-49cf-8fad-b50ec8ec9698.mp4,Bipartisanship|Coronavirus|,493,139640.2,2020-04-18
senate,Republican,ME,Candidate,Collins for ME Senate,Gideon for ME Senate,Never Stopped,https://s3.amazonaws.com/pdfweb/videos/fd7bca19-95ca-4794-9b05-f5d199118248.mp4,Coronavirus|Jobs|,493,102377.7,2020-06-02
senate,Democrat,IA,Issue Group,Women Vote!,Ernst for IA Senate,Leaving Iowa Behind,https://s3.amazonaws.com/pdfweb/videos/f1922520-5ed7-4120-a270-9fb3c0855425.mp4,Coronavirus|Special Interests|,489,185195.51,2020-07-02
senate,Democrat,ME,Issue Group,Majority Forward,Collins for ME Senate,Made Excuses,https://s3.amazonaws.com/pdfweb/videos/44b2e61a-7349-4f15-87e0-7b92a1b9bb00.mp4,Coronavirus|Donald Trump|,486,157964.52,2020-07-16
senate,Republican,ME,Candidate,Collins for ME Senate,Collins for ME Senate,Making A Difference,https://s3.amazonaws.com/pdfweb/videos/9cfb9b2c-65a0-4c9d-a52c-b892596a9050.mp4,Coronavirus|Education|Healthcare,486,116432.5,2020-05-08
senate,Democrat,ME,Candidate,Gideon for ME Senate,Collins for ME Senate,Shouldn't Be Lecturing,https://s3.amazonaws.com/pdfweb/videos/7d2de969-b70e-4914-9b04-6d0cae9e700d.mp4,Coronavirus|Donald Trump|,477,63146.33,2020-07-10
senate,Republican,AZ,Candidate,McSally for AZ Senate,Kelly for AZ Senate,Protecting Arizona,https://s3.amazonaws.com/pdfweb/videos/fec59528-324c-4d3d-a16d-0002634ebda8.mp4,Coronavirus|Joe Biden|Taxation,453,82205.35,2020-06-09
senate,Republican,ME,Candidate,Collins for ME Senate,Collins for ME Senate,The Real Heroes,https://s3.amazonaws.com/pdfweb/videos/3a04a337-a18b-4a8a-890f-3b102b3ad0c3.mp4,Coronavirus||,448,125791.88,2020-03-26
senate,Democrat,NC,Issue Group,Majority Forward,Tillis for NC Senate,Put Families First,https://s3.amazonaws.com/pdfweb/videos/c4bfcb90-998b-45f5-8d5d-897c7982025c.mp4,Coronavirus|Healthcare|Jobs,434,229703.99,2020-07-20
senate,Republican,KS,Candidate,Marshall for KS Senate,Marshall for KS Senate,Solving Problems,https://s3.amazonaws.com/pdfweb/videos/3b226799-189d-4baa-96cb-d4a38f70804d.mp4,Abortion|Coronavirus|Donald Trump,430,35441.85,2020-05-18
senate,Democrat,ME,Candidate,Gideon for ME Senate,Gideon for ME Senate,A False Choice,https://s3.amazonaws.com/pdfweb/videos/de55dbab-5f0f-4ed4-aa6b-e10577ed1c24.mp4,Coronavirus|Economy|,418,100556.67,2020-05-12
senate,Republican,ME,Candidate,Collins for ME Senate,Collins for ME Senate,Employers Stepped Up,https://s3.amazonaws.com/pdfweb/videos/62dbaee3-281d-405a-8396-caee9b864805.mp4,Coronavirus||,413,128775.69,2020-04-13
senate,Republican,KS,Candidate,Marshall for KS Senate,Marshall for KS Senate,Pro-Life Doctor,https://s3.amazonaws.com/pdfweb/videos/d5f59a01-165c-4678-a8cc-ba596efbfa2a.mp4,Coronavirus|Donald Trump|Immigration,411,130923.44,2020-04-15
senate,Republican,ME,Candidate,Collins for ME Senate,Gideon for ME Senate,Zero Leadership,https://s3.amazonaws.com/pdfweb/videos/582a20a0-04d8-4231-a926-68eb0dae1143.mp4,Coronavirus|Jobs|Special Interests,394,62573.54,2020-07-03
senate,Democrat,AZ,Issue Group,Advancing Arizona,McSally for AZ Senate,Guess What?,https://s3.amazonaws.com/pdfweb/videos/054bd6f7-b014-45d5-b589-50f15d853a33.mp4,Coronavirus|Jobs|Taxation,372,220440.06,2020-07-10
senate,Democrat,GA,Candidate,Amico for GA Senate,Perdue for GA Senate,Faith Demands Action,https://s3.amazonaws.com/pdfweb/videos/4af5ec0a-f3c0-41d8-bb83-4c993d790d81.mp4,Coronavirus|Jobs|Voting Rights,354,350351.52,2020-05-20
senate,Republican,ME,Candidate,Collins for ME Senate,Collins for ME Senate,Help Small Businesses,https://s3.amazonaws.com/pdfweb/videos/3c5587ba-40c1-42e6-96eb-3143d546a525.mp4,Bipartisanship|Coronavirus|,352,128364.91,2020-04-06
senate,Republican,NM,Candidate,Ronchetti for NM Senate,Ronchetti for NM Senate,America Rises To Challenges,https://s3.amazonaws.com/pdfweb/videos/3d142d7b-df03-431e-9160-cec7627da18c.mp4,Coronavirus|Donald Trump|Immigration,344,65803.96,2020-05-05
senate,Democrat,ME,Issue Group,Tax March,Collins for ME Senate,Couldn't Be More Personal,https://s3.amazonaws.com/pdfweb/videos/5f481bbb-d742-48b7-b62f-f54af6a292e6.mp4,Coronavirus|General Negative|,336,129743.23,2020-05-05
senate,Democrat,NC,Issue Group,Majority Forward,Tillis for NC Senate,Everyone Does It,https://s3.amazonaws.com/pdfweb/videos/6e88dbd3-e32b-4e99-ba1a-05104273766c.mp4,Coronavirus|Healthcare|,330,218815.32,2020-07-18
senate,Democrat,KY,Issue Group,Ditch Fund,McConnell for KY Senate,Sabotaged,https://s3.amazonaws.com/pdfweb/videos/e9240af0-faf3-444e-9625-0b6d58c61916.mp4,Coronavirus|Healthcare|,327,103946.43,2020-05-27
senate,Republican,ME,Issue Group,One Nation,Collins for ME Senate,Pass Tax Relief,https://s3.amazonaws.com/pdfweb/videos/4a560689-524a-477d-aac1-0f07f1b30a28.mp4,Coronavirus|Taxation|,321,156275.57,2020-05-19
senate,Democrat,IA,Issue Group,Iowa Forward,Ernst for IA Senate,Denying Health Insurance,https://s3.amazonaws.com/pdfweb/videos/c4709316-fbca-4a34-beee-ad37e3b74275.mp4,Coronavirus|Healthcare|,319,142653.12,2020-04-13
senate,Republican,AZ,Candidate,McSally for AZ Senate,McSally for AZ Senate,Get Through This,https://s3.amazonaws.com/pdfweb/videos/53fc1087-df81-444f-b393-a008a03667bf.mp4,Coronavirus||,317,114377.42,2020-04-24
senate,Republican,ME,Issue Group,One Nation,Collins for ME Senate,Medical Supply Chain,https://s3.amazonaws.com/pdfweb/videos/566808ea-8887-4f54-ae60-f5c3e899c4f0.mp4,Coronavirus||,315,143371.09,2020-04-28
senate,Democrat,IA,Issue Group,Women Vote!,Ernst for IA Senate,It's Not Working,https://s3.amazonaws.com/pdfweb/videos/3e7edce2-f695-4469-824f-6d6b838e3382.mp4,Coronavirus|Special Interests|,312,140845.67,2020-07-09
senate,Republican,ME,Issue Group,One Nation,Collins for ME Senate,Smart Caring Policy,https://s3.amazonaws.com/pdfweb/videos/a0009571-16a7-4327-86d9-4a4f57e8947f.mp4,Coronavirus|Healthcare|Jobs,303,118944.49,2020-06-02
senate,Democrat,AZ,Issue Group,Advancing Arizona,McSally for AZ Senate,No Da̱es A Las Familias,https://s3.amazonaws.com/pdfweb/videos/45f3ac0c-faf5-4e71-ab9c-e1cb9ea4da4b.mp4,Coronavirus|Healthcare|,298,102898.06999999999,2020-04-22
senate,Republican,KS,Candidate,Hamilton for KS Senate,Hamilton for KS Senate,Killing Our People,https://s3.amazonaws.com/pdfweb/videos/63bd180a-03a9-49e6-a9b0-7a60f7ab4b76.mp4,Coronavirus|Jobs|,280,28925.79,2020-05-28
senate,Independent,KY,Issue Group,"American Federation of State, County, & Municipal Employees",McConnell for KY Senate,Painful Cuts,https://s3.amazonaws.com/pdfweb/videos/6481ab3e-6983-4436-8788-f45b48d97153.mp4,Budget|Coronavirus|Education,271,118855.37,2020-06-30
senate,Republican,ME,Candidate,Collins for ME Senate,Collins for ME Senate,Mainers Don't Panic,https://s3.amazonaws.com/pdfweb/videos/14f9b639-a091-4c9e-ad6d-23e09b1a39db.mp4,Coronavirus|Healthcare|,262,63298.76,2020-03-20
senate,Democrat,ME,Candidate,Gideon for ME Senate,Gideon for ME Senate,Importance Of Talking,https://s3.amazonaws.com/pdfweb/videos/e76f9049-c14b-4d51-9971-ba4895d35658.mp4,Coronavirus|Jobs|,246,164479.3,2020-04-10
senate,Republican,KS,Issue Group,Club for Growth Action,Marshall for KS Senate,Missed The Threat,https://s3.amazonaws.com/pdfweb/videos/8ba88069-94ed-4052-a3cf-55e1de5c456a.mp4,Coronavirus|Donald Trump|,244,68109.42,2020-05-01
senate,Republican,KS,Candidate,Hamilton for KS Senate,Hamilton for KS Senate,Bring Back America,https://s3.amazonaws.com/pdfweb/videos/4d829906-bfde-4c07-b330-60ab198b4765.mp4,Career Politicians|Coronavirus|Donald Trump,223,53564.29,2020-05-28
senate,Democrat,AZ,Issue Group,Advancing Arizona,McSally for AZ Senate,Unemployment Insurance,https://s3.amazonaws.com/pdfweb/videos/58e4f84c-0b98-4dbd-83d8-74188a64345c.mp4,Coronavirus|Jobs|Taxation,222,123037.09,2020-07-14
senate,Democrat,SC,Candidate,Harrison for SC Senate,Graham for SC Senate,Changed,https://s3.amazonaws.com/pdfweb/videos/6d728e4d-bbc3-42de-8293-6d934272ca5d.mp4,Coronavirus|Jobs|Medicare,216,32615.75,2020-07-20
senate,Republican,KY,Issue Group,Republicans for the Rule of Law,McConnell for KY Senate,We Need Resources,https://s3.amazonaws.com/pdfweb/videos/b0a75b88-980a-48d5-86c8-b4011a65b6b2.mp4,Coronavirus|Military|Voting Rights,189,42681.26,2020-05-15
senate,Republican,ME,Issue Group,One Nation,Collins for ME Senate,Small Business Tax Relief,https://s3.amazonaws.com/pdfweb/videos/b718b1b4-2dd0-48f0-be94-e734a98dcb89.mp4,Coronavirus|Jobs|Taxation,188,64365.51,2020-07-17
senate,Democrat,NC,Issue Group,Majority Forward,Tillis for NC Senate,Right About Now,https://s3.amazonaws.com/pdfweb/videos/786ecfe6-f1e5-4d7e-9703-03f5f833b2f8.mp4,Coronavirus|Healthcare|Jobs,160,83482.4,2020-07-21
senate,Republican,KY,Candidate,McConnell for KY Senate,McConnell for KY Senate,Crisis For Kentucky,https://s3.amazonaws.com/pdfweb/videos/335ba340-5e86-4e40-bcbe-85a4ff226c9e.mp4,Coronavirus|Jobs|,134,25300.61,2020-07-21
senate,Republican,AZ,Issue Group,The Lincoln Project,McSally for AZ Senate,Why?,https://s3.amazonaws.com/pdfweb/videos/1b35f6d3-ddc8-45ce-8421-78b619f7af5a.mp4,Coronavirus|Donald Trump|,124,49636.96,2020-05-07
senate,Republican,AL,Issue Group,One Nation,Jones for AL Senate,Protect Alabama Jobs,https://s3.amazonaws.com/pdfweb/videos/e280e5c3-3c19-484c-aec1-360409775138.mp4,Coronavirus|Jobs|Taxation,113,33858.090000000004,2020-07-21
senate,Democrat,KY,Issue Group,AFL-CIO,McConnell for KY Senate,Save Our Essential Services,https://s3.amazonaws.com/pdfweb/videos/fedc738d-7bb6-4225-ba25-86cca1ef67e0.mp4,Budget|Coronavirus|,101,23976.29,2020-07-14
senate,Democrat,GA,Issue Group,Undivided Purpose PAC,Tomlinson for GA Senate,Ready To Lead,https://s3.amazonaws.com/pdfweb/videos/ecfe4ce2-064f-4580-898b-61784a300c3b.mp4,Coronavirus|Donald Trump|,95,143609.2,2020-06-02
senate,Republican,CO,Issue Group,One Nation,Gardner for CO Senate,Stay Tough On China,https://s3.amazonaws.com/pdfweb/videos/9fc7c7af-5dbc-4eb8-8252-68e04f83c0fc.mp4,Coronavirus|Economy|Jobs,81,24817.08,2020-07-21
senate,Democrat,NE,Candidate,Shelton for NE Senate,Shelton for NE Senate,Seeds Of Change,https://s3.amazonaws.com/pdfweb/videos/d58e9a86-8c96-4da2-8d1c-80ff3602c37e.mp4,Coronavirus|Special Interests|,76,5773.54,2020-04-29
senate,Republican,NC,Issue Group,The Lincoln Project,Tillis for NC Senate,We See You,https://s3.amazonaws.com/pdfweb/videos/73321766-a37f-430b-b809-23ffc657e434.mp4,Coronavirus|Donald Trump|,66,41457.39,2020-05-19
senate,Independent,KY,Issue Group,Let America Vote PAC,McConnell for KY Senate,Protect Our Vote,https://s3.amazonaws.com/pdfweb/videos/ee9b92cc-008c-4a54-a85e-f64118e5d0ef.mp4,Coronavirus|Voting Rights|,40,0,2020-05-21
senate,Republican,KS,Issue Group,Club for Growth Action,Marshall for KS Senate,It Started In China,https://s3.amazonaws.com/pdfweb/videos/04b2102c-5218-4a28-979b-c5edec0d8d89.mp4,Coronavirus|Donald Trump|Taxation,34,4904.54,2020-06-23
senate,Democrat,NH,Candidate,Shaheen for NH Senate,Shaheen for NH Senate,Small Business Funding,https://s3.amazonaws.com/pdfweb/videos/867fdac7-4ac5-4036-bb5a-7d1dbdcbe04a.mp4,Bipartisanship|Coronavirus|Jobs,23,11604.62,2020-07-20
senate,Democrat,CO,Issue Group,Colorado's Working Families,Gardner for CO Senate,Smarter Than That,https://s3.amazonaws.com/pdfweb/videos/030e2e6d-a984-4931-86f5-0b64464a972d.mp4,Budget|Coronavirus|Healthcare,20,10920.89,2020-06-11
senate,Democrat,KY,Candidate,McGrath for KY Senate,McConnell for KY Senate,Blue State Bailouts,https://s3.amazonaws.com/pdfweb/videos/95470070-7006-4ab3-b88c-709ed868ff0d.mp4,Coronavirus|Jobs|,18,57692,2020-06-01
senate,Democrat,KY,Issue Group,AFSCME,McConnell for KY Senate,Fund Essential Services,https://s3.amazonaws.com/pdfweb/videos/d603931a-29d1-4cd8-82d0-532af7633979.mp4,Budget|Coronavirus|,18,8307.57,2020-07-17
senate,Republican,ME,Candidate,Collins for ME Senate,Collins for ME Senate,Must Work Together,https://s3.amazonaws.com/pdfweb/videos/eb0338a2-0b1d-47a9-a332-b5c9ef48c003.mp4,Coronavirus|Economy|Healthcare,17,4302.6,2020-03-18
